,Id,SalePrice
568,2029,179400
569,2030,278000
570,2031,245500
571,2032,286000
572,2033,277500
573,2034,183900
574,2035,172500
575,2036,172500
576,2037,172500
577,2038,325000
578,2039,245500
579,2040,290000
580,2041,242000
581,2042,192500
582,2043,180500
583,2044,167000
584,2045,143000
585,2046,143000
586,2047,125000
587,2048,130000
588,2049,142600
589,2050,140000
590,2051,119000
591,2052,139000
592,2053,135000
593,2054,80000
594,2055,167000
595,2056,120000
596,2057,133000
597,2058,205000
598,2059,141000
599,2060,127000
600,2061,167000
601,2062,141000
602,2063,110000
603,2064,132500
604,2065,113000
605,2066,215000
606,2067,115000
607,2068,125000
608,2069,82000
609,2070,128000
610,2071,80000
611,2072,153900
612,2073,129500
613,2074,163000
614,2075,160000
615,2076,120500
616,2077,154000
617,2078,134500
618,2079,166000
619,2080,119000
620,2081,119000
621,2082,142600
622,2083,140000
623,2084,110000
624,2085,141000
625,2086,130000
626,2087,125500
627,2088,135000
628,2089,113000
629,2090,135000
630,2091,98000
631,2092,135000
632,2093,144000
633,2094,155000
634,2095,145000
635,2096,83000
636,2097,110000
637,2098,153900
638,2099,35311
639,2100,98000
640,2101,135000
641,2102,143000
642,2103,110000
643,2104,239000
644,2105,153575
645,2106,68400
646,2107,359100
647,2108,120000
648,2109,145500
649,2110,135000
650,2111,174500
651,2112,127000
652,2113,130500
653,2114,114504
654,2115,140000
655,2116,100000
656,2117,135000
657,2118,139500
658,2119,102000
659,2120,101000
660,2121,82000
661,2122,100000
662,2123,105000
663,2124,145000
664,2125,145000
665,2126,190000
666,2127,130000
667,2128,128000
668,2129,76000
669,2130,113000
670,2131,239000
671,2132,139000
672,2133,156000
673,2134,119500
674,2135,73000
675,2136,135000
676,2137,139400
677,2138,140000
678,2139,151000
679,2140,134500
680,2141,151000
681,2142,160000
682,2143,134000
683,2144,67000
684,2145,130000
685,2146,132500
686,2147,215000
687,2148,127000
688,2149,120500
689,2150,280000
690,2151,95000
691,2152,170000
692,2153,149500
693,2154,110000
694,2155,155000
695,2156,240000
696,2157,235000
697,2158,215000
698,2159,215000
699,2160,146000
700,2161,232000
701,2162,501837
702,2163,320000
703,2164,230000
704,2165,180000
705,2166,145000
706,2167,196000
707,2168,204750
708,2169,173000
709,2170,230000
710,2171,140000
711,2172,129900
712,2173,160000
713,2174,222500
714,2175,285000
715,2176,312500
716,2177,274300
717,2178,212000
718,2179,131500
719,2180,200000
720,2181,192000
721,2182,245000
722,2183,250580
723,2184,147500
724,2185,135000
725,2186,160000
726,2187,107000
727,2188,155000
728,2189,144000
729,2190,90000
730,2191,98000
731,2192,110000
732,2193,110000
733,2194,120000
734,2195,111000
735,2196,123000
736,2197,125500
737,2198,184000
738,2199,129900
739,2200,116000
740,2201,110000
741,2202,135000
742,2203,140000
743,2204,179500
744,2205,105000
745,2206,119200
746,2207,157000
747,2208,215000
748,2209,137900
749,2210,124000
750,2211,119000
751,2212,110000
752,2213,87000
753,2214,140000
754,2215,116000
755,2216,131500
756,2217,82000
757,2218,135000
758,2219,135000
759,2220,68500
760,2221,392500
761,2222,275000
762,2223,350000
763,2224,238000
764,2225,126000
765,2226,175000
766,2227,180000
767,2228,212900
768,2229,212000
769,2230,167500
770,2231,210000
771,2232,175000
772,2233,176000
773,2234,192000
774,2235,213000
775,2236,239000
776,2237,440000
777,2238,206300
778,2239,144000
779,2240,164000
780,2241,132500
781,2242,153500
782,2243,127000
783,2244,91000
784,2245,91000
785,2246,147500
786,2247,88000
787,2248,124500
788,2249,124500
789,2250,142500
790,2251,106000
791,2252,174000
792,2253,170000
793,2254,178000
794,2255,175000
795,2256,174000
796,2257,215000
797,2258,176000
798,2259,178000
799,2260,140000
800,2261,189000
801,2262,180000
802,2263,309000
803,2264,386250
804,2265,167000
805,2266,277500
806,2267,257000
807,2268,415298
808,2269,152000
809,2270,179400
810,2271,157000
811,2272,205000
812,2273,152000
813,2274,181000
814,2275,167900
815,2276,152000
816,2277,185000
817,2278,140000
818,2279,130000
819,2280,109008
820,2281,181000
821,2282,181000
822,2283,88000
823,2284,113000
824,2285,127500
825,2286,125000
826,2287,314813
827,2288,318000
828,2289,318000
829,2290,385000
830,2291,325000
831,2292,369900
832,2293,415298
833,2294,556581
834,2295,385000
835,2296,239000
836,2297,339750
837,2298,374000
838,2299,538000
839,2300,285000
840,2301,239900
841,2302,232000
842,2303,260000
843,2304,239799
844,2305,196000
845,2306,196000
846,2307,194700
847,2308,209500
848,2309,277500
849,2310,254000
850,2311,185850
851,2312,173900
852,2313,174000
853,2314,156932
854,2315,155835
855,2316,174000
856,2317,169990
857,2318,173900
858,2319,179540
859,2320,176485
860,2321,232000
861,2322,159895
862,2323,140000
863,2324,170000
864,2325,220000
865,2326,170000
866,2327,219500
867,2328,215000
868,2329,173000
869,2330,175000
870,2331,315000
871,2332,333168
872,2333,333168
873,2334,260000
874,2335,260000
875,2336,290000
876,2337,196000
877,2338,245000
878,2339,220000
879,2340,385000
880,2341,225000
881,2342,214000
882,2343,220000
883,2344,239799
884,2345,239799
885,2346,392000
886,2347,181134
887,2348,212000
888,2349,167500
889,2350,339750
890,2351,209500
891,2352,290000
892,2353,290000
893,2354,144000
894,2355,130000
895,2356,159000
896,2357,226000
897,2358,204750
898,2359,120000
899,2360,128200
900,2361,145000
901,2362,260000
902,2363,122000
903,2364,156000
904,2365,196000
905,2366,160200
906,2367,262500
907,2368,208900
908,2369,209500
909,2370,179400
910,2371,173000
911,2372,196000
912,2373,255000
913,2374,266000
914,2375,270000
915,2376,278000
916,2377,278000
917,2378,140000
918,2379,193500
919,2380,151000
920,2381,140000
921,2382,157000
922,2383,214000
923,2384,236000
924,2385,140000
925,2386,137500
926,2387,140000
927,2388,90000
928,2389,144000
929,2390,140000
930,2391,132500
931,2392,109500
932,2393,140000
933,2394,140000
934,2395,215000
935,2396,165000
936,2397,167000
937,2398,135000
938,2399,80000
939,2400,80000
940,2401,110000
941,2402,141000
942,2403,124000
943,2404,155000
944,2405,160000
945,2406,129000
946,2407,134500
947,2408,145000
948,2409,124000
949,2410,167000
950,2411,112500
951,2412,139000
952,2413,145000
953,2414,135000
954,2415,167000
955,2416,139000
956,2417,119000
957,2418,132000
958,2419,118500
959,2420,119000
960,2421,165500
961,2422,119000
962,2423,135000
963,2424,144500
964,2425,189000
965,2426,135000
966,2427,135000
967,2428,187000
968,2429,100000
969,2430,130000
970,2431,119000
971,2432,133700
972,2433,141000
973,2434,154000
974,2435,170000
975,2436,97000
976,2437,109500
977,2438,115000
978,2439,132500
979,2440,114500
980,2441,91000
981,2442,119750
982,2443,119900
983,2444,110000
984,2445,128000
985,2446,87000
986,2447,140000
987,2448,97500
988,2449,98000
989,2450,140000
990,2451,153575
991,2452,265979
992,2453,82000
993,2454,90000
994,2455,127000
995,2456,152000
996,2457,135000
997,2458,105000
998,2459,119000
999,2460,114500
1000,2461,105000
1001,2462,133000
1002,2463,88000
1003,2464,136900
1004,2465,141000
1005,2466,108000
1006,2467,155000
1007,2468,112000
1008,2469,128000
1009,2470,240000
1010,2471,140000
1011,2472,140000
1012,2473,135000
1013,2474,107400
1014,2475,235000
1015,2476,110000
1016,2477,134500
1017,2478,167000
1018,2479,134500
1019,2480,129000
1020,2481,124500
1021,2482,120500
1022,2483,130000
1023,2484,129000
1024,2485,125000
1025,2486,139000
1026,2487,90000
1027,2488,135000
1028,2489,140000
1029,2490,155000
1030,2491,109900
1031,2492,180000
1032,2493,175000
1033,2494,170000
1034,2495,123000
1035,2496,243000
1036,2497,140000
1037,2498,129900
1038,2499,84900
1039,2500,119500
1040,2501,170000
1041,2502,142125
1042,2503,107400
1043,2504,189000
1044,2505,215000
1045,2506,318000
1046,2507,415298
1047,2508,318000
1048,2509,212900
1049,2510,232600
1050,2511,203000
1051,2512,226700
1052,2513,228500
1053,2514,324000
1054,2515,145000
1055,2516,155000
1056,2517,126000
1057,2518,144000
1058,2519,230000
1059,2520,230000
1060,2521,195000
1061,2522,230000
1062,2523,142500
1063,2524,135000
1064,2525,135000
1065,2526,145000
1066,2527,128200
1067,2528,142500
1068,2529,129000
1069,2530,120500
1070,2531,213250
1071,2532,254900
1072,2533,208500
1073,2534,235000
1074,2535,285000
1075,2536,230000
1076,2537,207000
1077,2538,146000
1078,2539,206000
1079,2540,176432
1080,2541,155835
1081,2542,174000
1082,2543,125000
1083,2544,145000
1084,2545,144000
1085,2546,132500
1086,2547,107000
1087,2548,142953
1088,2549,173500
1089,2550,160000
1090,2551,148000
1091,2552,129000
1092,2553,98000
1093,2554,87000
1094,2555,86000
1095,2556,110000
1096,2557,120500
1097,2558,107500
1098,2559,170000
1099,2560,135000
1100,2561,101000
1101,2562,140000
1102,2563,135000
1103,2564,145000
1104,2565,98300
1105,2566,135000
1106,2567,135000
1107,2568,167000
1108,2569,175000
1109,2570,124000
1110,2571,145000
1111,2572,142500
1112,2573,174000
1113,2574,225000
1114,2575,114500
1115,2576,137500
1116,2577,140000
1117,2578,91000
1118,2579,80000
1119,2580,137500
1120,2581,145000
1121,2582,134500
1122,2583,235000
1123,2584,171500
1124,2585,192000
1125,2586,196000
1126,2587,180000
1127,2588,125000
1128,2589,156000
1129,2590,180500
1130,2591,242000
1131,2592,260000
1132,2593,394432
1133,2594,176000
1134,2595,192000
1135,2596,312500
1136,2597,208900
1137,2598,260000
1138,2599,320000
1139,2600,105000
1140,2601,148000
1141,2602,88000
1142,2603,91000
1143,2604,88000
1144,2605,88000
1145,2606,135000
1146,2607,181500
1147,2608,165500
1148,2609,159500
1149,2610,110000
1150,2611,167000
1151,2612,135000
1152,2613,124500
1153,2614,119500
1154,2615,140000
1155,2616,155000
1156,2617,186700
1157,2618,166000
1158,2619,190000
1159,2620,185000
1160,2621,178000
1161,2622,185000
1162,2623,255000
1163,2624,320000
1164,2625,278000
1165,2626,176000
1166,2627,189000
1167,2628,438780
1168,2629,438780
1169,2630,325000
1170,2631,380000
1171,2632,438780
1172,2633,266000
1173,2634,315000
1174,2635,107000
1175,2636,172500
1176,2637,107000
1177,2638,233000
1178,2639,187000
1179,2640,152000
1180,2641,120500
1181,2642,192000
1182,2643,88000
1183,2644,125000
1184,2645,88000
1185,2646,118000
1186,2647,88000
1187,2648,140000
1188,2649,140000
1189,2650,140000
1190,2651,148500
1191,2652,556581
1192,2653,232000
1193,2654,255500
1194,2655,315000
1195,2656,250000
1196,2657,290000
1197,2658,253000
1198,2659,281213
1199,2660,305000
1200,2661,374000
1201,2662,312500
1202,2663,250000
1203,2664,277500
1204,2665,374000
1205,2666,266000
1206,2667,163990
1207,2668,155835
1208,2669,176432
1209,2670,281213
1210,2671,155835
1211,2672,176432
1212,2673,165400
1213,2674,181000
1214,2675,160200
1215,2676,195000
1216,2677,189000
1217,2678,233000
1218,2679,284000
1219,2680,230000
1220,2681,412500
1221,2682,290000
1222,2683,625000
1223,2684,290000
1224,2685,290000
1225,2686,275000
1226,2687,315500
1227,2688,225000
1228,2689,187750
1229,2690,556581
1230,2691,207500
1231,2692,142500
1232,2693,196000
1233,2694,142500
1234,2695,224900
1235,2696,185900
1236,2697,204750
1237,2698,187000
1238,2699,175000
1239,2700,164000
1240,2701,155000
1241,2702,132500
1242,2703,112000
1243,2704,140000
1244,2705,129500
1245,2706,130000
1246,2707,110000
1247,2708,129500
1248,2709,115000
1249,2710,123000
1250,2711,244000
1251,2712,403000
1252,2713,158000
1253,2714,151000
1254,2715,172500
1255,2716,151000
1256,2717,170000
1257,2718,227000
1258,2719,145000
1259,2720,174000
1260,2721,131500
1261,2722,175000
1262,2723,135000
1263,2724,130000
1264,2725,138500
1265,2726,132500
1266,2727,158000
1267,2728,165000
1268,2729,135000
1269,2730,154000
1270,2731,119000
1271,2732,119000
1272,2733,170000
1273,2734,132000
1274,2735,119000
1275,2736,91500
1276,2737,132000
1277,2738,143000
1278,2739,160000
1279,2740,160000
1280,2741,139000
1281,2742,163000
1282,2743,130000
1283,2744,158500
1284,2745,135000
1285,2746,134500
1286,2747,140000
1287,2748,140000
1288,2749,134500
1289,2750,128000
1290,2751,119000
1291,2752,140000
1292,2753,148000
1293,2754,200000
1294,2755,145000
1295,2756,80000
1296,2757,80000
1297,2758,60000
1298,2759,139000
1299,2760,87000
1300,2761,160000
1301,2762,155000
1302,2763,289000
1303,2764,170000
1304,2765,289000
1305,2766,108000
1306,2767,93500
1307,2768,145000
1308,2769,141000
1309,2770,137500
1310,2771,109500
1311,2772,87000
1312,2773,106000
1313,2774,132000
1314,2775,91000
1315,2776,135000
1316,2777,140000
1317,2778,95000
1318,2779,135000
1319,2780,108500
1320,2781,109500
1321,2782,82000
1322,2783,114504
1323,2784,115000
1324,2785,152000
1325,2786,60000
1326,2787,121600
1327,2788,58500
1328,2789,133900
1329,2790,112000
1330,2791,132500
1331,2792,108500
1332,2793,177000
1333,2794,128000
1334,2795,135000
1335,2796,91000
1336,2797,240000
1337,2798,112000
1338,2799,153575
1339,2800,91000
1340,2801,119000
1341,2802,91500
1342,2803,375000
1343,2804,140000
1344,2805,105000
1345,2806,91000
1346,2807,130000
1347,2808,159950
1348,2809,124000
1349,2810,139000
1350,2811,164500
1351,2812,135000
1352,2813,188000
1353,2814,188000
1354,2815,115000
1355,2816,324000
1356,2817,132500
1357,2818,120500
1358,2819,170000
1359,2820,130000
1360,2821,105000
1361,2822,90000
1362,2823,475000
1363,2824,143000
1364,2825,175000
1365,2826,135000
1366,2827,119000
1367,2828,260000
1368,2829,206300
1369,2830,239799
1370,2831,194000
1371,2832,216837
1372,2833,232000
1373,2834,213500
1374,2835,220000
1375,2836,174000
1376,2837,175000
1377,2838,145000
1378,2839,178000
1379,2840,192000
1380,2841,197900
1381,2842,231500
1382,2843,159500
1383,2844,152000
1384,2845,128500
1385,2846,193000
1386,2847,193000
1387,2848,245500
1388,2849,200000
1389,2850,230000
1390,2851,269790
1391,2852,236000
1392,2853,233000
1393,2854,131500
1394,2855,196000
1395,2856,190000
1396,2857,173000
1397,2858,185000
1398,2859,139000
1399,2860,130000
1400,2861,140000
1401,2862,186500
1402,2863,125000
1403,2864,267000
1404,2865,148000
1405,2866,130000
1406,2867,80000
1407,2868,139000
1408,2869,125000
1409,2870,135000
1410,2871,87000
1411,2872,60000
1412,2873,100000
1413,2874,127000
1414,2875,97500
1415,2876,135000
1416,2877,128000
1417,2878,144000
1418,2879,127000
1419,2880,118500
1420,2881,140200
1421,2882,140000
1422,2883,143000
1423,2884,140000
1424,2885,177000
1425,2886,143000
1426,2887,119000
1427,2888,119000
1428,2889,80000
1429,2890,80000
1430,2891,131500
1431,2892,80000
1432,2893,140000
1433,2894,91000
1434,2895,235000
1435,2896,275000
1436,2897,184000
1437,2898,150900
1438,2899,201000
1439,2900,145000
1440,2901,167000
1441,2902,181000
1442,2903,369900
1443,2904,315000
1444,2905,140000
1445,2906,206300
1446,2907,85000
1447,2908,130000
1448,2909,124000
1449,2910,80000
1450,2911,88000
1451,2912,142000
1452,2913,88000
1453,2914,88000
1454,2915,88000
1455,2916,88000
1456,2917,155000
1457,2918,119500
1458,2919,228000
